id,nearc2,nearc4,educ,age,fatheduc,motheduc,weight,momdad14,sinmom14,step14,reg661,reg662,reg663,reg664,reg665,reg666,reg667,reg668,reg669,south66,black,smsa,south,smsa66,wage,enroll,KWW,IQ,married,libcrd14,exper,lwage,expersq
4040,0,0,16,25,18,13,323633,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,417,0,32,110,6,1,3,6.03308582305908,9
4041,0,0,18,34,12,12,321797,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1394,0,40,118,1,1,10,7.23993301391602,100
4043,0,0,12,34,8,10,321797,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,548,0,42,96,1,1,16,6.30627489089966,256
4044,0,1,11,24,11,12,323633,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,657,0,27,80,1,1,7,6.48768377304077,49
4046,0,1,12,25,10,12,323633,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,572,0,39,,1,1,7,6.34913921356201,49
4047,0,1,13,29,,12,434907,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,624,0,36,137,1,0,10,6.43615102767944,100
4048,0,1,16,31,15,12,434907,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,442,0,38,113,1,1,9,6.09131002426147,81
4050,0,1,15,27,12,12,332914,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,577,0,41,93,1,1,6,6.35784196853638,36
4051,0,1,13,27,12,12,332914,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,540,0,34,93,1,1,8,6.29156923294067,64
4052,0,1,15,30,9,12,434907,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,841,0,42,116,6,1,9,6.73459100723267,81
4061,1,0,14,29,,8,434907,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,724,1,34,106,6,1,9,6.58479118347168,81
4063,1,0,13,26,6,11,332914,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,557,1,22,,1,1,7,6.32256507873535,49
4064,1,0,13,24,,,323633,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,334,1,14,,1,1,5,5.81114101409912,25
4066,1,0,15,24,10,14,323633,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,510,0,33,,6,1,3,6.23441076278687,9
4067,1,0,12,31,8,12,526305,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,577,0,31,69,1,0,13,6.35784196853638,169
4074,1,0,12,29,2,6,526305,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,511,0,36,78,1,1,11,6.23637008666992,121
4078,0,1,15,25,9,7,323633,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,311,1,28,87,1,1,4,5.7397928237915,16
4079,0,1,12,34,8,8,321797,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,577,0,41,99,1,1,16,6.35784196853638,256
4081,0,1,12,34,,12,357552,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,670,0,40,,1,1,16,6.50727701187134,256
4082,0,1,12,27,12,16,332914,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,631,0,33,92,1,1,9,6.44730615615845,81
4083,0,1,16,25,12,16,323633,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,666,0,23,113,4,1,3,6.50128984451294,9
4087,0,1,14,27,12,12,369904,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,400,0,38,119,1,1,7,5.99146509170532,49
4089,0,1,11,24,10,16,359592,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,220,0,24,,1,1,7,5.39362812042236,49
4091,0,1,13,30,,9,483230,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,577,0,43,,1,0,11,6.35784196853638,121
4093,0,1,13,29,,12,434907,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,423,0,29,98,4,1,10,6.04737186431885,100
4094,0,1,16,27,14,16,369904,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,647,0,33,99,1,1,5,6.47234582901001,25
4095,0,1,15,28,10,12,332914,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,345,1,36,,6,1,7,5.84354400634766,49
4096,0,1,16,25,11,14,359592,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,840,0,24,112,6,1,3,6.73340177536011,9
4097,1,1,15,25,18,12,378554,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,625,0,30,115,1,1,4,6.43775177001953,16
4100,0,1,9,30,8,,565236,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1000,0,26,96,1,1,15,6.90775489807129,225
4101,1,1,16,31,8,6,124352,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,919,0,41,117,1,1,9,6.82328605651855,81
4105,1,1,12,31,2,8,124352,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,730,0,38,96,1,1,13,6.59304523468018,169
4107,1,1,12,24,10,10,109360,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,448,0,26,,5,0,6,6.10479307174683,36
4109,1,1,14,29,12,12,508712,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,483,1,44,75,1,1,9,6.18001699447632,81
4111,0,1,12,25,11,10,378554,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,411,0,46,108,6,1,7,6.01859283447266,49
4112,0,1,14,30,13,12,508712,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,885,0,46,,1,1,10,6.78558778762817,100
4116,0,0,14,27,10,12,332914,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,350,0,32,,,1,7,5.85793304443359,49
4120,0,0,17,27,12,16,332914,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,500,0,34,92,1,1,4,6.21460819244385,16
4123,0,0,15,33,16,16,321797,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,733,0,38,95,1,1,12,6.59714603424072,144
4124,0,0,13,30,12,12,434907,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,459,1,34,88,6,1,11,6.12904977798462,121
4125,0,0,16,28,12,12,332914,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,721,0,37,106,1,1,6,6.58063888549805,36
4126,0,0,15,32,8,8,321797,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,699,0,44,95,1,1,11,6.54965114593506,121
4127,0,0,14,30,9,15,434907,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,785,0,40,94,1,1,10,6.66568422317505,100
4128,0,0,16,29,12,13,434907,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,925,0,45,105,1,1,7,6.82979393005371,49
4129,0,0,14,26,12,13,332914,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,449,0,30,115,5,1,6,6.10702276229858,36
4130,0,0,15,24,14,14,391645,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,325,0,37,117,1,1,3,5.7838249206543,9
4131,0,0,13,32,13,12,432693,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,683,0,30,,1,1,13,6.5264949798584,169
4132,0,0,16,32,18,14,432693,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,522,0,45,,1,1,10,6.25766801834106,100
4133,0,0,18,28,18,14,447641,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,470,0,44,93,1,1,4,6.15273284912109,16
4134,1,0,12,34,8,7,321797,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,541,0,38,115,1,1,16,6.29341888427734,256
4135,1,0,14,29,13,12,483230,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,852,0,43,,1,1,9,6.74758720397949,81
4136,1,0,12,30,9,12,434907,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,400,0,42,,1,1,12,5.99146509170532,144
4137,1,0,18,27,,,453117,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,547,0,36,117,6,1,3,6.3044490814209,9
4138,1,0,16,32,12,14,437985,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,577,0,36,98,6,1,10,6.35784196853638,100
4139,1,0,11,24,13,13,440484,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,300,0,31,,1,1,7,5.70378303527832,49
4141,1,0,16,32,,12,865385,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1068,0,42,105,1,1,10,6.97354316711426,100
4142,1,0,12,32,6,7,389423,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,721,0,36,109,1,1,14,6.58063888549805,196
4146,1,0,17,31,12,11,1169566,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,673,1,42,95,4,1,8,6.5117449760437,64
4148,1,0,17,27,14,12,332914,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,739,0,31,120,1,1,4,6.60529804229736,16
4149,1,0,12,26,8,,402877,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1478,0,,96,6,0,8,7.29844522476196,64
4156,0,0,17,27,8,14,402877,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,875,0,40,,6,1,4,6.77422380447388,16
4157,0,0,12,33,8,12,389423,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,900,0,40,,1,1,15,6.80239486694336,225
4162,0,0,13,31,13,12,144695,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,801,0,42,91,1,1,12,6.68586111068726,144
4163,0,0,13,26,8,12,110762,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,550,0,38,109,1,1,7,6.30991792678833,49
4164,0,0,10,34,8,9,95192,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,575,0,32,,1,0,18,6.3543701171875,324
4165,0,0,12,27,12,12,98481,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,540,0,38,87,1,1,9,6.29156923294067,81
4167,0,0,16,32,13,13,437985,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,790,0,34,110,1,1,10,6.67203283309937,100
4168,0,0,14,28,12,10,453117,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,693,0,28,97,1,1,8,6.54102993011475,64
4169,0,0,16,26,12,10,453117,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,250,0,30,110,4,1,4,5.52146100997925,16
4170,0,0,17,24,14,13,391645,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,417,1,35,,1,1,1,6.03308582305908,1
4171,0,0,9,32,3,4,486650,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,635,0,29,74,1,0,17,6.45362520217896,289
4177,0,0,12,32,,9,321797,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,413,0,32,95,5,1,14,6.02344799041748,196
4183,0,0,12,25,,,104719,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,300,0,26,97,1,0,7,5.70378303527832,49
4187,0,0,17,26,18,14,402877,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,567,1,29,,1,1,3,6.34035921096802,9
4189,0,0,16,32,7,12,389423,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,641,0,39,,1,0,10,6.46302890777588,100
4191,0,0,13,29,,,171004,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,356,0,34,98,1,0,10,5.87493085861206,100
4193,0,0,12,33,,,151687,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,400,1,39,105,1,0,15,5.99146509170532,225
4195,0,0,12,31,12,12,128652,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,413,0,21,85,1,1,13,6.02344799041748,169
4198,0,0,14,33,12,10,321797,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,531,0,42,105,1,0,13,6.27476215362549,169
4199,0,0,16,29,12,10,526305,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,635,0,39,122,1,0,7,6.45362520217896,49
4200,0,0,14,27,18,12,402877,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,144,1,36,114,1,1,7,4.96981287002563,49
4201,0,0,14,31,17,13,526305,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,550,0,36,129,1,0,11,6.30991792678833,121
4205,0,0,12,32,7,8,107063,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,486,0,33,100,6,1,14,6.18620920181274,196
4207,0,0,17,31,9,14,526305,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,598,0,40,108,1,1,8,6.39359092712402,64
4212,0,0,14,26,,16,453117,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,462,1,26,,1,1,6,6.13556480407715,36
4213,0,0,16,26,,16,453117,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,812,0,32,,1,1,4,6.69950103759766,16
4214,0,0,12,25,8,11,391645,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,625,0,22,,1,0,7,6.43775177001953,49
4215,0,0,12,31,3,,526305,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1043,0,33,,1,0,13,6.94985580444336,169
4216,0,0,16,27,8,12,447641,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,800,0,38,122,6,1,5,6.68461179733276,25
4217,0,0,16,27,8,9,402877,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,812,1,36,119,1,1,5,6.69950103759766,25
4218,0,0,17,26,8,8,739808,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,433,0,40,129,6,1,3,6.07073783874512,9
4221,0,0,17,28,8,8,332914,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,751,0,32,79,1,1,5,6.62140607833862,25
4224,0,0,14,26,10,12,332914,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,294,0,39,109,6,1,6,5.68357992172241,36
4228,0,1,12,25,12,12,323633,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,427,0,30,105,1,1,7,6.05678415298462,49
4229,0,1,12,33,,,321797,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,700,0,47,90,1,1,15,6.55108022689819,225
4232,0,1,16,25,12,12,323633,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,284,0,30,,1,1,3,5.64897394180298,9
4233,0,1,14,27,13,14,369904,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,542,1,28,101,1,1,7,6.29526615142822,49
4238,0,1,12,25,12,12,323633,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,480,0,35,83,1,1,7,6.17378616333008,49
4239,0,1,16,26,13,14,332914,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,378,0,32,,1,1,4,5.93489408493042,16
4240,0,1,16,30,,,591935,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,508,0,38,111,1,1,8,6.23048210144043,64
4241,0,1,12,25,,,440484,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,500,0,26,,1,1,7,6.21460819244385,49
4243,0,1,12,33,12,8,357552,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,723,0,42,110,1,0,15,6.58340883255005,225
4244,0,1,12,25,14,14,359592,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,220,0,32,92,6,1,7,5.39362812042236,49
4246,0,1,15,24,,,359592,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,475,0,22,,5,1,3,6.16331481933594,9
4248,0,1,13,26,10,10,402877,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1202,0,36,113,1,0,7,7.09174203872681,49
4249,0,1,13,24,12,12,391645,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,400,0,26,115,6,1,5,5.99146509170532,25
4250,0,1,16,29,12,12,526305,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,601,0,36,109,6,1,7,6.39859485626221,49
4254,0,1,12,29,12,8,434907,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,481,0,35,114,5,1,11,6.17586708068848,121
4255,0,1,16,33,7,12,437985,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,700,0,39,110,1,1,11,6.55108022689819,121
4256,0,1,12,27,10,9,438085,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,769,0,43,102,1,1,9,6.64509105682373,81
4257,0,1,14,25,10,9,425871,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,529,0,34,118,1,1,5,6.27098798751831,25
4260,0,1,16,30,12,9,545297,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,450,1,37,112,1,0,8,6.10924816131592,64
4262,0,1,10,34,6,,363128,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,563,0,31,86,1,0,18,6.33328008651733,324
4263,0,1,13,32,7,0,363128,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,649,0,42,114,1,0,13,6.47543287277222,169
4265,0,1,8,32,9,12,403476,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,470,0,33,,1,0,18,6.15273284912109,324
4268,0,1,16,24,14,12,365200,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,275,0,31,,6,1,2,5.61677122116089,4
4269,0,1,16,33,10,8,363128,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,719,1,40,102,1,1,11,6.57786083221436,121
4270,0,1,12,33,,,403476,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1082,0,42,105,1,1,15,6.98656702041626,225
4274,0,1,16,34,6,10,403476,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,673,0,51,83,1,1,12,6.5117449760437,144
4275,1,0,18,24,15,12,425871,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,350,0,31,107,1,1,0,5.85793304443359,0
4276,1,0,14,28,5,9,78509,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,769,0,34,81,1,1,8,6.64509105682373,64
4278,1,0,12,26,0,6,78509,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,650,0,26,85,1,1,8,6.47697305679321,64
4279,1,0,9,30,,4,139895,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,751,0,34,72,1,0,15,6.62140607833862,225
4280,1,0,10,27,,4,107087,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,356,0,23,,1,0,11,5.87493085861206,121
4281,1,0,9,24,,4,104102,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,250,0,14,,1,0,9,5.52146100997925,81
4282,1,0,12,28,7,6,107087,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,401,0,35,86,6,1,10,5.99396085739136,100
4283,1,0,11,25,7,6,104102,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,425,0,38,,1,1,8,6.05208921432495,64
4284,1,0,9,25,7,6,104102,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,287,0,26,,1,1,10,5.6594820022583,100
4285,1,0,13,26,6,12,78509,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,309,1,18,,1,1,7,5.73334121704102,49
4286,1,0,14,24,6,12,76585,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,578,0,21,,1,0,4,6.35957384109497,16
4288,1,0,16,30,7,8,118905,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,438,0,29,,1,0,8,6.08221912384033,64
4289,1,0,12,31,8,12,572299,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,450,0,38,68,1,0,13,6.10924816131592,169
4290,1,0,17,28,,15,438085,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,173,1,36,115,1,1,5,5.15329217910767,25
4294,1,0,16,27,8,9,78509,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,529,1,19,,1,0,5,6.27098798751831,25
4295,1,0,12,30,8,,118905,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,482,0,27,,5,0,12,6.17794418334961,144
4296,1,0,12,27,8,,78509,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,833,0,18,,1,0,9,6.72503423690796,81
4297,1,0,12,34,,6,112480,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,260,0,22,95,6,0,16,5.56068181991577,256
4298,1,0,12,25,,3,75607,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,279,0,22,,6,1,7,5.63121223449707,49
4301,1,0,13,25,,,75607,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,350,0,29,,1,1,6,5.85793304443359,36
4302,1,0,11,24,5,11,82135,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,145,0,20,,1,1,7,4.97673416137695,49
4304,1,0,10,27,,12,81081,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,230,0,26,,1,1,11,5.43807888031006,121
4305,1,0,15,24,,12,79093,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,450,0,14,,5,1,3,6.10924816131592,9
4307,1,0,16,25,12,12,89271,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,385,0,31,87,6,1,3,5.95324277877808,9
4308,1,0,17,34,13,12,103511,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,817,0,42,116,1,1,11,6.70563888549805,121
4309,1,0,16,30,13,12,119965,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,962,0,37,95,1,1,8,6.86901378631592,64
4310,1,0,13,28,14,12,91831,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,408,0,32,94,1,1,9,6.01126718521118,81
4311,1,0,16,25,14,12,89271,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,526,0,29,,6,1,3,6.26530122756958,9
4312,1,0,13,24,14,10,89271,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,578,0,35,,1,1,5,6.35957384109497,25
4313,1,0,14,28,6,10,91831,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,620,0,45,96,1,1,8,6.42971897125244,64
4317,0,1,12,25,7,12,104102,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,230,0,29,99,6,1,7,5.43807888031006,49
4318,0,1,11,30,2,5,118905,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,580,0,33,,1,1,13,6.36302804946899,169
4319,0,1,18,32,6,12,470506,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1155,0,45,106,6,1,8,7.05185604095459,64
4320,0,1,12,28,,,92784,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,380,0,24,,1,0,10,5.9401707649231,100
4322,0,1,16,27,10,12,78509,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,616,0,26,,6,1,5,6.42324686050415,25
4324,0,1,12,28,10,8,78509,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,450,0,28,,1,0,10,6.10924816131592,100
4325,0,1,12,25,10,8,76585,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,425,0,30,,1,0,7,6.05208921432495,49
4326,0,1,12,28,8,2,92784,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,500,0,36,85,1,0,10,6.21460819244385,100
4328,0,1,12,25,12,12,425871,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,713,0,16,,1,1,7,6.56948089599609,49
4329,0,1,12,25,4,12,425871,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,750,0,32,100,1,1,7,6.62007284164429,49
4330,0,1,15,24,4,12,425871,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,323,1,37,92,1,1,3,5.7776517868042,9
4333,0,1,13,28,8,12,417415,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1038,0,38,101,1,0,9,6.9450511932373,81
4334,0,1,16,25,16,15,365200,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,491,0,30,104,1,1,3,6.19644403457642,9
4335,0,1,13,29,10,12,490767,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,525,0,37,88,6,1,10,6.26339817047119,100
4337,0,1,11,29,5,5,118905,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,388,0,26,,1,1,12,5.96100521087646,144
4338,0,1,10,26,12,2,78509,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,460,0,21,,1,1,10,6.13122701644897,100
4342,0,1,15,24,5,8,76585,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,400,0,22,,6,0,3,5.99146509170532,9
4343,0,1,15,27,9,16,78509,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,737,0,31,97,1,1,6,6.60258817672729,36
4345,0,1,14,26,6,10,78509,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,599,0,34,83,5,1,6,6.39526176452637,36
4351,0,0,18,33,18,18,127041,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1131,0,43,71,4,1,9,7.03085803985596,81
4355,0,1,14,25,,,76585,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,601,0,30,100,6,1,5,6.39859485626221,25
4356,0,1,10,26,,11,78509,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,298,0,22,,6,0,10,5.69709300994873,100
4357,0,1,12,27,,,78509,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,235,0,39,96,6,1,9,5.45958614349365,81
4358,0,1,13,25,,,76585,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,220,1,20,113,1,1,6,5.39362812042236,36
4359,0,1,8,26,,11,78509,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,697,0,26,,1,0,12,6.5467848777771,144
4360,0,1,9,24,,11,76585,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,542,0,20,,6,0,9,6.29526615142822,81
4361,0,1,12,25,,8,76585,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,250,0,29,,6,1,7,5.52146100997925,49
4364,0,1,16,26,12,12,438085,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,400,0,39,117,4,0,4,5.99146509170532,16
4365,0,1,15,31,,,572299,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,423,1,39,101,6,0,10,6.04737186431885,100
4368,0,1,12,25,6,5,104102,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,290,0,,65,6,1,7,5.66988086700439,49
4370,0,1,10,33,,10,112480,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,247,0,32,,6,0,17,5.5093879699707,289
4372,0,1,13,26,,10,78509,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,380,1,33,87,1,0,7,5.9401707649231,49
4373,0,1,12,24,12,9,365200,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,656,0,37,116,1,0,6,6.48616123199463,36
4374,0,1,12,32,9,12,363128,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,711,0,42,106,1,1,14,6.56667184829712,196
4375,0,1,14,29,8,12,490767,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,481,0,35,93,6,1,9,6.17586708068848,81
